sample, c__Gammaproteobacteria, p__Chloroflexi_unassigned, c__MBNT15, c__Deep_Sea_Euryarchaeotic_Group(DSEG), c__TK10, c__Gracilibacteria, c__Synergistia, c__Methylomirabilia, c__Entotheonellia, c__NB1-j, c__Vicinamibacteria, c__Saccharimonadia, c__MB-A2-108, c__Cyanobacteriia,d__Bacteria_unassigned, p__Firmicutes_unassigned, c__Polyangia, c__Holophagae, c__Vampirivibrionia, c__Chloroflexia, c__Verrucomicrobiae, c__Thermoplasmata, c__Alphaproteobacteria, c__Parcubacteria, c__Oligoflexia, c__Desulfuromonadia, c__Ktedonobacteria, c__Spirochaetia, c__Rubrobacteria, c__Planctomycetes, c__Bacteroidia, c__Longimicrobia, c__Bdellovibrionia, c__Thermococci, c__Negativicutes, c__Anaerolineae, c__Babeliae, c__Fusobacteriia, c__Armatimonadia, c__Bacilli, p__Actinobacteriota_unassigned, c__Coriobacteriia, p__Armatimonadota_unassigned, c__Rhodothermia, c__Omnitrophia, c__Thermoleophilia, c__Abditibacteria, c__Acidobacteriae, c__Asgardarchaeota, c__Halobacteria, c__Acidimicrobiia, c__Thermaerobacteria, c__Desulfobulbia, c__Myxococcia, c__Aenigmarchaeia, c__Phycisphaerae, c__Deinococci, p__Proteobacteria_unassigned, c__Campylobacteria, c__Clostridia, c__Gemmatimonadetes, c__Actinobacteria, c__Blastocatellia
MASK008.V1.MASK,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,0,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,437,0
MASK008.V1.SKIN,188,0,7,0,4,0,0,0,0,2,2,19,4,610,30,0,5,0,0,42,0,0,375,0,4,0,0,0,0,2,53,17,0,0,0,23,0,2,0,799,2,0,0,0,0,49,4,5,0,0,51,3,0,3,0,10,6,0,0,51,2,35714,5
MASK008.v1.throat,2035,0,0,0,0,0,0,0,0,0,0,34,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,2903,0,0,0,2886,0,0,1478,0,9494,0,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,623,0,1891,0
MASK008.V2.MASK,87,0,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0,0,0,13,0,0,0,0,0,103,0,61,0,0,0,0,0,0,0,0,423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,2643,0
MASK008.V2.SKIN,15,0,0,0,0,2,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,12,0,0,0,6,0,0,2,0,5818,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,903,0,23375,0
MASK008.V3.MASK,50,0,0,0,0,3,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,0,6,0,0,0,28,0,0,19,0,6797,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,0,19918,0
MASK008.V3.SKIN,81,0,0,0,0,0,0,0,0,0,0,0,0,67,0,0,0,0,0,0,0,0,17,0,0,0,0,0,7,0,42,0,0,0,47,0,0,0,0,9861,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,521,0,22283,0
MASK008.v3.throat,2677,0,0,0,0,2,0,0,0,0,0,365,0,0,18,20,0,0,0,0,0,0,0,0,0,0,0,10,0,0,15167,0,0,0,9293,0,0,4951,0,36528,0,478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,267,1844,0,9932,0
MASK009.V1.MASK,435,0,0,0,0,31,0,0,0,0,0,15,0,308,0,0,0,0,0,0,0,0,26,0,0,0,0,0,137,0,488,0,0,0,112,0,0,128,0,4949,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,116,0,16167,0
MASK009.V1.SKIN,101,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,28,0,0,0,10,0,0,9,0,4162,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,126,0,20167,0
MASK009.v1.throat,657,0,0,0,0,14,2,0,0,0,0,104,0,171,14,9,0,0,0,0,0,0,0,0,0,0,0,7,0,0,4774,0,0,0,2312,0,0,1911,0,4090,0,158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,486,0,2646,0
MASK009.V2.SKIN,112,0,0,0,0,0,0,0,0,0,0,0,0,269,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,22,0,0,8,0,5538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,183,0,20478,0
MASK009.v2.throat,657,0,0,0,0,0,3,0,0,0,0,70,0,18,0,14,0,0,0,0,0,0,0,0,0,0,0,41,0,0,2451,0,0,0,2468,0,0,2111,0,12365,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223,346,0,3849,0
MASK009.V3.MASK,988,0,0,0,0,6,0,0,0,0,0,35,0,625,3,0,0,0,0,0,0,0,12,0,0,0,0,4,0,0,901,0,0,0,557,0,0,271,0,7572,0,21,0,0,0,6,0,0,0,0,0,0,0,0,0,0,9,0,10,72,0,11738,0
MASK009.V3.SKIN,154,0,0,0,0,0,0,0,0,0,0,6,0,133,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,22,0,0,0,30,0,0,11,0,2209,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149,0,23137,0
MASK009.v3.throat,2715,0,0,0,0,36,8,0,0,0,0,273,0,11,13,13,0,0,0,0,0,0,0,0,0,0,0,528,0,0,4405,0,0,0,3137,0,0,3815,0,15802,0,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,257,1659,0,5142,0
MASK010.V1.MASK,316,0,0,0,0,5,0,0,0,0,0,21,0,4,4,0,0,0,0,0,0,0,5,0,0,0,0,0,2,0,275,0,0,0,77,0,0,37,0,11302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,268,0,12605,0
MASK010.V1.SKIN,3,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,5139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,0,21660,0
MASK010.v1.throat,802,0,0,0,0,0,0,0,0,0,0,41,0,2,21,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3612,0,0,0,4092,0,0,2636,0,33343,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,1036,0,1284,0
MASK010.V2.MASK,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,28,0,0,0,53,0,3,0,0,0,81,0,0,20,0,5952,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,82,0,16194,0
MASK010.V2.SKIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29324,0
MASK010.v2.throat,1069,0,0,0,0,8,0,0,0,0,0,71,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,10,0,0,3493,0,0,0,2578,0,0,1874,0,13132,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,202,913,0,672,0
MASK010.V3.MASK,201,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,150,0,0,0,87,0,0,10,0,10297,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,214,0,9854,0
MASK010.V3.SKIN,8,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,20464,0
MASK010.v3.throat,131,0,0,0,0,0,0,0,0,0,0,56,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,8,0,0,6664,0,0,0,8000,0,0,5057,0,48265,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,274,1876,0,1901,0
MASK011.V1.MASK,372,0,0,0,0,0,0,0,0,0,0,22,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,5,6,0,680,0,0,0,28,0,0,169,0,6303,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,112,0,21655,0
MASK011.V1.SKIN,112,0,0,0,0,0,0,0,0,0,0,11,0,131,4,0,0,0,0,0,0,0,28,0,0,0,0,0,0,0,154,0,0,0,28,0,0,68,0,10299,0,0,0,0,0,10,0,2,0,0,4,0,0,0,0,3,7,0,4,202,0,17131,0
MASK011.v1.throat,459,0,0,0,0,0,0,0,0,0,0,0,0,0,18,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5675,0,0,0,2603,0,0,1993,0,2985,0,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60,190,0,3359,0
MASK011.V2.MASK,202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,84,0,0,0,0,0,0,0,0,54,0,173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,1007,0
MASK011.V2.SKIN,598,2,0,0,0,0,0,0,0,0,5,17,0,152,0,0,0,0,0,9,0,0,335,0,0,0,0,6,0,0,506,0,0,0,189,0,0,236,0,4020,0,8,0,0,0,9,0,5,0,0,12,0,0,0,0,0,4,0,13,103,0,25896,0
MASK011.V2.SKIN.B,198,0,0,0,0,0,0,3,0,0,3,6,0,139,0,0,2,0,0,3,0,0,171,0,4,0,0,0,0,0,196,0,0,0,2,0,0,38,0,7335,0,4,2,2,0,5,0,0,0,0,7,0,0,0,0,0,3,0,4,90,0,24484,0
MASK011.v2.throat,4119,0,0,0,0,0,2,0,0,0,0,22,0,0,13,7,0,0,0,0,0,0,0,0,0,0,0,19,0,0,36232,0,0,0,6070,0,0,5966,0,22785,0,264,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,966,0,10187,0
MASK011.V3.MASK,599,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,54,0,0,0,0,0,0,0,241,0,0,0,94,0,0,346,0,4408,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,342,0,18800,0
MASK011.v3.throat,867,0,0,0,0,0,0,0,0,0,0,14,0,525,18,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,1334,0,0,0,1268,0,0,1447,0,15288,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,110,0,3554,0
MASK012.V1.MASK,1113,0,0,0,0,7,0,0,0,0,0,27,0,77,0,0,0,0,0,0,0,7,5,0,0,0,0,0,64,0,455,0,0,0,288,0,0,353,0,9123,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,118,0,14096,0
MASK012.V1.SKIN,144,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,48,0,0,0,0,0,0,0,4,0,0,0,6,0,0,15,0,624,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30570,0
MASK012.V2.SKIN,1708,0,0,0,0,0,0,0,0,0,0,3,0,17,5,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,218,0,0,0,220,0,0,117,0,1970,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,42,0,27188,0
MASK012.v2.throat,1085,0,0,0,0,24,0,0,0,0,0,49,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2423,0,0,0,1357,0,0,2350,0,8671,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,733,0,2020,0
MASK012.V3.MASK,937,0,0,0,0,8,0,0,0,0,0,3,0,59,0,0,0,0,0,4,0,0,16,0,0,0,0,0,0,0,227,0,0,0,3,0,0,87,0,12432,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,9103,0
MASK012.V3.SKIN,67,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,1762,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,7,0,44745,0
MASK012.v3.throat,1360,0,0,0,0,23,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,584,0,0,0,151,0,0,431,0,20674,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,59,0,790,0
MASK012.v3.throat.B,9321,0,0,0,0,41,8,0,0,0,0,92,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,31,0,0,6975,0,0,0,2859,0,0,2705,0,45430,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,2490,0,13318,0
MASK013.V1.MASK,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,92,0,0,0,0,0,0,0,0,0,0,222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,384,0
MASK013.V1.SKIN,1161,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2833,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,28982,0
MASK013.v1.throat,1061,0,0,0,0,0,3,0,0,0,0,15,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,11,0,0,2079,0,0,0,674,0,0,239,0,17209,0,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,158,0,1032,0
MASK013.V2.MASK,198,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,27,0,0,0,35,0,0,0,0,0,275,0,0,0,0,20,0,0,0,0,0,400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1648,0
MASK013.V2.SKIN,1310,0,0,0,0,0,0,0,0,0,2,7,0,256,6,0,0,4,0,3,0,0,25,0,0,0,0,0,0,0,27,0,0,0,18,0,0,5,0,1971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,29246,0
MASK013.v2.throat,1752,0,0,0,0,0,5,0,0,0,0,2,0,0,10,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2361,0,0,0,1414,0,0,753,0,10896,0,47,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,28,588,0,2104,0
MASK013.V3.MASK,1262,0,0,0,0,0,0,0,0,0,0,5,0,51,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,281,0,0,0,93,0,0,73,0,4178,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,2,0,2,8,0,14374,0
MASK013.V3.SKIN,1347,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,13,0,0,0,8,0,0,2,0,3032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,29090,0
MASK013.v3.throat,1456,0,0,0,0,0,0,0,0,0,0,18,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1233,0,0,0,262,0,0,189,0,17971,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,62,0,544,0
MASK014.V1.MASK,817,0,0,0,0,0,0,0,0,0,0,19,0,156,0,0,0,0,0,0,0,0,7,0,11,0,0,11,121,0,32,0,0,0,76,0,0,81,0,3849,0,0,0,0,0,12,0,0,0,0,0,0,0,0,15,0,0,0,0,298,0,23474,0
MASK014.V1.SKIN,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,19,0,0,4,0,1760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,36662,0
MASK014.V1.SKIN.B,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,20,0,0,0,4,0,0,8,0,1358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,0,48617,0
MASK014.v1.throat,3689,0,0,0,0,17,0,0,0,0,0,42,0,0,31,4,0,0,0,0,0,0,0,0,0,0,0,18,0,0,2668,0,0,0,1589,0,0,1306,0,7424,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,350,0,2128,0
MASK014.v2.throat,3755,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2338,0,0,0,1040,0,0,425,0,13117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,204,0,962,0
MASK014.V3.MASK,1486,0,0,0,0,0,0,0,0,0,0,11,0,17,0,7,0,0,0,0,0,0,2,0,0,0,0,0,0,0,167,0,0,0,193,0,0,126,0,6066,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,39,0,19087,0
MASK014.V3.SKIN,209,0,0,0,0,0,0,0,0,0,0,0,0,418,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,32,0,0,0,28,0,0,2,0,1771,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,35512,0
MASK014.v3.throat,2845,0,0,0,0,184,0,0,0,0,0,245,0,15,0,15,0,0,0,0,0,0,0,0,0,0,0,81,0,0,5140,0,0,0,2974,0,0,5013,0,18288,0,72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1582,5676,0,13579,0
MASK015.V1.MASK,338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,163,0,0,0,0,0,249,0,0,0,0,0,0,0,0,0,0,679,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2384,24
MASK015.V1.SKIN,1035,0,0,0,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,2,0,0,0,0,0,0,3,0,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,35156,0
MASK015.v1.throat,2645,0,0,0,0,0,0,0,0,0,0,46,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,694,0,0,0,2521,0,0,309,0,10849,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318,1305,0,4166,0
MASK015.V2.MASK,344,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,19,0,0,0,0,0,0,74,0,0,0,0,0,0,0,0,0,0,891,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,1122,0
MASK015.V2.SKIN,483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,9,0,0,0,3,0,0,3,0,524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33072,0
MASK015.v2.throat,3502,0,0,0,0,0,0,0,0,0,0,115,0,14,5,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1080,0,0,0,12621,0,0,360,0,26522,0,56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,287,838,0,19965,0
MASK015.V3.MASK,233,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,8,0,0,0,11,0,0,0,0,635,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,17,0,26694,0
MASK015.V3.SKIN,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,3,0,35993,0
MASK015.v3.throat,4910,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,279,0,0,0,1770,0,0,514,0,26856,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,109,483,0,4085,0
MASK016.V1.MASK,74,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,5,0,0,0,3,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,743,0
MASK016.V1.SKIN,722,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,27360,0
MASK016.v1.throat,19527,0,0,0,0,7,0,0,0,0,0,31,0,0,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5494,0,0,0,6039,0,0,7853,0,22826,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107,1020,0,6639,0
MASK016.V2.SKIN,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,2,0,0,3,0,5889,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,14,0,18618,0
MASK016.v2.throat,1498,0,0,0,0,0,0,0,0,0,0,29,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,705,0,0,0,777,0,0,634,0,14004,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,55,0,1456,0
MASK016.V3.MASK,739,0,0,0,0,0,4,0,0,0,0,10,0,122,0,0,0,0,0,0,0,0,539,0,0,0,0,0,0,2,65,0,0,0,40,0,0,37,0,2748,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,20294,0
MASK016.V3.SKIN,859,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,63,0,27440,0
MASK016.v3.throat,3737,0,0,0,0,0,2,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,0,0,481,0,0,0,1736,0,0,404,0,8299,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,115,0,3806,0
MASK017.V1.MASK,93,0,0,0,0,0,0,0,0,0,0,0,0,82,0,0,0,0,0,0,0,0,9,0,0,0,0,0,6,0,45,0,0,0,10,0,0,29,0,4956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1138,0,21800,0
MASK017.V1.SKIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,9616,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3439,0,13102,0
MASK017.v1.throat,201,0,0,0,0,0,4,0,0,0,0,8,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,26,0,0,18162,0,0,0,3568,0,0,13060,0,22641,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,47,0,1099,0
MASK017.V2.MASK,578,0,0,0,0,0,0,0,0,0,0,11,0,15,0,0,0,0,0,0,0,0,16,0,0,0,0,24,42,0,480,0,0,0,125,0,0,140,0,5306,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,625,0,16902,0
MASK017.V2.SKIN,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,10826,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9213,0,7492,0
MASK017.v2.throat,95,0,0,0,0,0,3,0,0,0,0,2,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,35,0,0,7648,0,0,0,2187,0,0,5702,0,6302,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,186,0,114,0
MASK017.V3.MASK,6,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,7,0,0,5,0,3759,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,280,0,11717,0
MASK017.V3.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3225,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6524,0,15807,0
MASK017.v3.throat,76,0,0,0,0,0,13,0,0,0,0,8,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,18,0,0,1762,0,0,0,2922,0,0,1022,0,11342,0,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,253,0,2355,0
MASK018.V1.MASK,68,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,11,0,0,0,4,0,0,22,0,4369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,0,24051,0
MASK018.V1.SKIN,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,21465,0
MASK018.v1.throat,1162,0,0,0,0,0,0,0,0,0,0,2,0,0,14,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4272,0,0,0,1031,0,0,302,0,35624,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,415,0,4254,0
MASK018.V2.SKIN,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7917,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,26538,0
MASK018.v2.throat,1603,0,0,0,0,236,175,0,0,0,0,117,0,0,4,3,0,0,0,0,0,0,0,0,0,62,0,589,0,0,7213,0,0,0,2755,0,0,2193,0,19340,3,240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,1473,0,22721,0
MASK018.V3.MASK,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,16,0,0,4,0,4068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,25910,0
MASK018.V3.SKIN,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6611,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,0,20689,0
MASK018.v3.throat,4550,0,0,0,0,0,0,0,0,0,0,15,0,0,16,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26695,0,0,0,3183,0,0,2362,0,63955,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,761,0,12416,0
MASK019.V1.MASK,143,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,79,0,72,0,0,0,0,0,0,63,0,538,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,11,0,1045,0
